UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN1884,BARIUM OXIDE::OXYDE DE BARYUM,BARIUM OXIDE,OXYDE DE BARYUM,6.1,,III,,5 kg,E1,,,100 kg
UN1885,BENZIDINE::BENZIDINE,BENZIDINE,BENZIDINE,6.1,,II,,0.5 kg,E4,,,25 kg
UN1886,BENZYLIDENE CHLORIDE::CHLORURE DE BENZYLIDÈNE,BENZYLIDENE CHLORIDE,CHLORURE DE BENZYLIDÈNE,6.1,,II,,0.1 L,E4,,Forbidden,5 L
UN1887,BROMOCHLOROMETHANE::BROMOCHLOROMÉTHANE,BROMOCHLOROMETHANE,BROMOCHLOROMÉTHANE,6.1,,III,,5 L,E1,,,60 L
UN1888,CHLOROFORM::CHLOROFORME,CHLOROFORM,CHLOROFORME,6.1,,III,,5 L,E1,,,60 L
UN1889,CYANOGEN BROMIDE::BROMURE DE CYANOGÈNE,CYANOGEN BROMIDE,BROMURE DE CYANOGÈNE,6.1,8,I,38,0,E0,1 000,Forbidden,1 kg
UN1891,ETHYL BROMIDE::BROMURE D’ÉTHYLE,ETHYL BROMIDE,BROMURE D’ÉTHYLE,6.1,,II,,0.1 L,E4,,,5 L
UN1892,ETHYLDICHLOROARSINE::ÉTHYLDICHLORARSINE,ETHYLDICHLOROARSINE,ÉTHYLDICHLORARSINE,6.1,,I,23,0,E0,1 000,Forbidden,Forbidden
UN1894,PHENYLMERCURIC HYDROXIDE::HYDROXYDE DE PHÉNYLMERCURE,PHENYLMERCURIC HYDROXIDE,HYDROXYDE DE PHÉNYLMERCURE,6.1,,II,,0.5 kg,E4,,,25 kg
UN1895,PHENYLMERCURIC NITRATE::NITRATE DE PHÉNYLMERCURE,PHENYLMERCURIC NITRATE,NITRATE DE PHÉNYLMERCURE,6.1,,II,,0.5 kg,E4,,,25 kg
UN1897,TETRACHLOROETHYLENE::TÉTRACHLORÉTHYLÈNE,TETRACHLOROETHYLENE,TÉTRACHLORÉTHYLÈNE,6.1,,III,,5 L,E1,,,60 L
UN1898,ACETYL IODIDE::IODURE D’ACÉTYLE,ACETYL IODIDE,IODURE D’ACÉTYLE,8,,II,,1 L,E2,,,1 L
UN1902,DIISOOCTYL ACID PHOSPHATE::PHOSPHATE ACIDE DE DIISOOCTYLE,DIISOOCTYL ACID PHOSPHATE,PHOSPHATE ACIDE DE DIISOOCTYLE,8,,III,,5 L,E1,,,5 L
UN1903,"DISINFECTANT, LIQUID, CORROSIVE, N.O.S.::DÉSINFECTANT LIQUIDE CORROSIF, N.S.A.","DISINFECTANT, LIQUID, CORROSIVE, N.O.S.","DÉSINFECTANT LIQUIDE CORROSIF, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN1905,SELENIC ACID::ACIDE SÉLÉNIQUE,SELENIC ACID,ACIDE SÉLÉNIQUE,8,,I,,0,E0,3 000,,Forbidden
UN1906,SLUDGE ACID::ACIDE RÉSIDUAIRE DE RAFFINAGE,SLUDGE ACID,ACIDE RÉSIDUAIRE DE RAFFINAGE,8,,II,,1 L,E0,,,Forbidden
UN1907,SODA LIME with more than 4% sodium hydroxide::CHAUX SODÉE contenant plus de 4 % d’hydroxyde de sodium,SODA LIME with more than 4% sodium hydroxide,CHAUX SODÉE contenant plus de 4 % d’hydroxyde de sodium,8,,III,,5 kg,E1,,,25 kg
UN1908,CHLORITE SOLUTION::CHLORITE EN SOLUTION,CHLORITE SOLUTION,CHLORITE EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1910,"CALCIUM OXIDE, regulated only when transported by aircraft::OXYDE DE CALCIUM, réglementé seulement lorsqu’il est transporté par aéronef","CALCIUM OXIDE, regulated only when transported by aircraft","OXYDE DE CALCIUM, réglementé seulement lorsqu’il est transporté par aéronef",8,,III,63,5 kg,E1,,,25 kg
UN1911,DIBORANE::DIBORANE,DIBORANE,DIBORANE,2.3,2.1,,23; 38,0,E0,50,Forbidden,Forbidden
UN1912,METHYL CHLORIDE AND METHYLENE CHLORIDE MIXTURE::CHLORURE DE MÉTHYLE ET CHLORURE DE MÉTHYLÈNE EN MÉLANGE,METHYL CHLORIDE AND METHYLENE CHLORIDE MIXTURE,CHLORURE DE MÉTHYLE ET CHLORURE DE MÉTHYLÈNE EN MÉLANGE,2.1,,,,0.125 L,E0,3 000,Forbidden,Forbidden
UN1913,"NEON, REFRIGERATED LIQUID::NÉON LIQUIDE RÉFRIGÉRÉ","NEON, REFRIGERATED LIQUID",NÉON LIQUIDE RÉFRIGÉRÉ,2.2,,,38,0.125 L,E1,,Forbidden,50 L
UN1914,BUTYL PROPIONATES::PROPIONATES DE BUTYLE,BUTYL PROPIONATES,PROPIONATES DE BUTYLE,3,,III,,5 L,E1,,,60 L
UN1915,CYCLOHEXANONE::CYCLOHEXANONE,CYCLOHEXANONE,CYCLOHEXANONE,3,,III,,5 L,E1,,,60 L
UN1916,"2,2’-DICHLORODIETHYL ETHER::ÉTHER DICHLORO-2,2’ DIÉTHYLIQUE","2,2’-DICHLORODIETHYL ETHER","ÉTHER DICHLORO-2,2’ DIÉTHYLIQUE",6.1,3,II,,0.1 L,E4,1 000,,5 L
UN1917,"ETHYL ACRYLATE, STABILIZED::ACRYLATE D’ÉTHYLE STABILISÉ","ETHYL ACRYLATE, STABILIZED",ACRYLATE D’ÉTHYLE STABILISÉ,3,,II,155,1 L,E2,,,5 L
UN1918,ISOPROPYLBENZENE::ISOPROPYLBENZÈNE,ISOPROPYLBENZENE,ISOPROPYLBENZÈNE,3,,III,,5 L,E1,,,60 L
UN1919,"METHYL ACRYLATE, STABILIZED::ACRYLATE DE MÉTHYLE STABILISÉ","METHYL ACRYLATE, STABILIZED",ACRYLATE DE MÉTHYLE STABILISÉ,3,,II,155,1 L,E2,,,5 L
UN1920,NONANES::NONANES,NONANES,NONANES,3,,III,,5 L,E1,,,60 L
UN1921,"PROPYLENEIMINE, STABILIZED::PROPYLÈNEIMINE STABILISÉE","PROPYLENEIMINE, STABILIZED",PROPYLÈNEIMINE STABILISÉE,3,6.1,I,155,0,E0,1 000,,1 L
UN1922,PYRROLIDINE::PYRROLIDINE,PYRROLIDINE,PYRROLIDINE,3,8,II,,1 L,E2,,,1 L
UN1923,"CALCIUM DITHIONITE;
CALCIUM HYDROSULFITE;
or
CALCIUM HYDROSULPHITE::DITHIONITE DE CALCIUM;
ou
HYDROSULFITE DE CALCIUM","CALCIUM DITHIONITE;
CALCIUM HYDROSULFITE;
or
CALCIUM HYDROSULPHITE","DITHIONITE DE CALCIUM;
ou
HYDROSULFITE DE CALCIUM",4.2,,II,,0,E2,3 000,Forbidden,15 kg
UN1928,METHYL MAGNESIUM BROMIDE IN ETHYL ETHER::BROMURE DE MÉTHYLMAGNÉSIUM DANS L’ÉTHER ÉTHYLIQUE,METHYL MAGNESIUM BROMIDE IN ETHYL ETHER,BROMURE DE MÉTHYLMAGNÉSIUM DANS L’ÉTHER ÉTHYLIQUE,4.3,3,I,,0,E0,1 000,Forbidden,Forbidden
UN1929,"POTASSIUM DITHIONITE;
POTASSIUM HYDROSULFITE;
or
POTASSIUM HYDROSULPHITE::DITHIONITE DE POTASSIUM;
ou
HYDROSULFITE DE POTASSIUM","POTASSIUM DITHIONITE;
POTASSIUM HYDROSULFITE;
or
POTASSIUM HYDROSULPHITE","DITHIONITE DE POTASSIUM;
ou
HYDROSULFITE DE POTASSIUM",4.2,,II,,0,E2,3 000,Forbidden,15 kg
UN1931,"ZINC DITHIONITE;
ZINC HYDROSULFITE;
or
ZINC HYDROSULPHITE::DITHIONITE DE ZINC;
ou
HYDROSULFITE DE ZINC","ZINC DITHIONITE;
ZINC HYDROSULFITE;
or
ZINC HYDROSULPHITE","DITHIONITE DE ZINC;
ou
HYDROSULFITE DE ZINC",9,,III,,5 kg,E1,,,100 kg
UN1932,ZIRCONIUM SCRAP::DÉCHETS DE ZIRCONIUM,ZIRCONIUM SCRAP,DÉCHETS DE ZIRCONIUM,4.2,,III,,0,E0,,Forbidden,Forbidden
UN1935,"CYANIDE SOLUTION, N.O.S.::CYANURE EN SOLUTION, N.S.A.","CYANIDE SOLUTION, N.O.S.","CYANURE EN SOLUTION, N.S.A.",6.1,,I,16,0,E5,1 000,,1 L
UN1938,BROMOACETIC ACID SOLUTION::ACIDE BROMACÉTIQUE EN SOLUTION,BROMOACETIC ACID SOLUTION,ACIDE BROMACÉTIQUE EN SOLUTION,8,,II,,1 L,E2,,,1 L
UN1939,PHOSPHORUS OXYBROMIDE::OXYBROMURE DE PHOSPHORE,PHOSPHORUS OXYBROMIDE,OXYBROMURE DE PHOSPHORE,8,,II,,1 kg,E0,,,Forbidden
UN1940,THIOGLYCOLIC ACID::ACIDE THIOGLYCOLIQUE,THIOGLYCOLIC ACID,ACIDE THIOGLYCOLIQUE,8,,II,,1 L,E2,,,1 L
UN1941,DIBROMODIFLUOROMETHANE::DIBROMODIFLUOROMÉTHANE,DIBROMODIFLUOROMETHANE,DIBROMODIFLUOROMÉTHANE,9,,III,,5 L,E1,,,100 L
UN1942,"AMMONIUM NITRATE with not more than 0.2% total combustible material, including any organic substance calculated as carbon, to the exclusion of any other added substance::NITRATE D’AMMONIUM contenant au plus 0,2 % de matières combustibles, y compris les matières organiques exprimées en équivalent carbone, à l’exclusion de toute autre matière","AMMONIUM NITRATE with not more than 0.2% total combustible material, including any organic substance calculated as carbon, to the exclusion of any other added substance","NITRATE D’AMMONIUM contenant au plus 0,2 % de matières combustibles, y compris les matières organiques exprimées en équivalent carbone, à l’exclusion de toute autre matière",5.1,,III,37,5 kg,E1,,,25 kg
UN1944,"MATCHES, SAFETY (book, card or strike on box)::ALLUMETTES DE SÛRETÉ (à frottoir, en carnets ou pochettes)","MATCHES, SAFETY (book, card or strike on box)","ALLUMETTES DE SÛRETÉ (à frottoir, en carnets ou pochettes)",4.1,,III,69; 163,5 kg,E1,,,25 kg
UN1945,"MATCHES, WAX “VESTA”::ALLUMETTES-BOUGIES","MATCHES, WAX “VESTA”",ALLUMETTES-BOUGIES,4.1,,III,69; 163,5 kg,E1,,,25 kg
UN1950,"AEROSOLS containing compressed oxygen::AÉROSOLS, contenant de l’oxygène comprimé",AEROSOLS containing compressed oxygen,"AÉROSOLS, contenant de l’oxygène comprimé",2.2,5.1,,80,0.125 L,E0,,,75 L
UN1950,"AEROSOLS, flammable::AÉROSOLS, inflammables","AEROSOLS, flammable","AÉROSOLS, inflammables",2.1,,,80; 107,1 L,E0,,,75 L
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group II::AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage II","AEROSOLS, flammable, containing substances in Class 6.1, packing group II","AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage II",2.1,6.1,,80,0.125 L,E0,,,Forbidden
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III::AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III","AEROSOLS, flammable, containing substances in Class 6.1, packing group III","AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III",2.1,6.1,,80,0.125 L,E0,,,75 L
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II::AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II","AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II","AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II",2.1,8;6.1,,80,0.125 L,E0,,,Forbidden
UN1950,"AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III::AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III","AEROSOLS, flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III","AÉROSOLS, inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III",2.1,6.1;8,,80,0.125 L,E0,,,75 L
UN1950,"AEROSOLS, flammable, containing substances in Class 8, packing group II::AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage II","AEROSOLS, flammable, containing substances in Class 8, packing group II","AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage II",2.1,8,,80,1 L,E0,,,Forbidden
UN1950,"AEROSOLS, flammable, containing substances in Class 8, packing group III::AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage III","AEROSOLS, flammable, containing substances in Class 8, packing group III","AÉROSOLS, inflammables contenant des matières de la classe 8, groupe d’emballage III",2.1,8,,80,1 L,E0,,,75 L
UN1950,"AEROSOLS, non-flammable::AÉROSOLS, non inflammables","AEROSOLS, non-flammable","AÉROSOLS, non inflammables",2.2,,,80; 107,1 L,E0,,,75 L
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group II::AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage II","AEROSOLS, non-flammable, containing substances in Class 6.1, packing group II","AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage II",2.2,6.1,,80,0.125 L,E0,,,Forbidden
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III::AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III","AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III","AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III",2.2,6.1,,80,0.125 L,E0,,,75 L
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II::AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II","AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group II","AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage II",2.2,8;6.1,,80,0.125 L,E0,,,Forbidden
UN1950,"AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III::AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III","AEROSOLS, non-flammable, containing substances in Class 6.1, packing group III and in Class 8, packing group III","AÉROSOLS, non inflammables contenant des matières de la classe 6.1, groupe d’emballage III et des matières de la classe 8, groupe d’emballage III",2.2,6.1;8,,80,0.125 L,E0,,,75 L
UN1950,"AEROSOLS, non-flammable, containing substances in Class 8, packing group II::AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage II","AEROSOLS, non-flammable, containing substances in Class 8, packing group II","AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage II",2.2,8,,80,1 L,E0,,,Forbidden
UN1950,"AEROSOLS, non-flammable, containing substances in Class 8, packing group III::AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage III","AEROSOLS, non-flammable, containing substances in Class 8, packing group III","AÉROSOLS, non inflammables contenant des matières de la classe 8, groupe d’emballage III",2.2,8,,80,1 L,E0,,,75 L
UN1951,"ARGON, REFRIGERATED LIQUID::ARGON LIQUIDE RÉFRIGÉRÉ","ARGON, REFRIGERATED LIQUID",ARGON LIQUIDE RÉFRIGÉRÉ,2.2,,,,0.125 L,E1,,Forbidden,75 L
UN1952,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with not more than 9% ethylene oxide::OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant au plus 9 % d’oxyde d’éthylène,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with not more than 9% ethylene oxide,OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant au plus 9 % d’oxyde d’éthylène,2.2,,,,0.125 L,E1,,,75 L
UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S.::GAZ COMPRIMÉ TOXIQUE, INFLAMMABLE, N.S.A.","COMPRESSED GAS, TOXIC, FLAMMABLE, N.O.S.","GAZ COMPRIMÉ TOXIQUE, INFLAMMABLE, N.S.A.",2.3,2.1,,16; 23; 38,0,E0,50,Forbidden,Forbidden
UN1954,"COMPRESSED GAS, FLAMMABLE, N.O.S.::GAZ COMPRIMÉ INFLAMMABLE, N.S.A.","COMPRESSED GAS, FLAMMABLE, N.O.S.","GAZ COMPRIMÉ INFLAMMABLE, N.S.A.",2.1,,,16,0.125 L,E0,3 000,Forbidden,Forbidden
UN1955,"COMPRESSED GAS, TOXIC, N.O.S.::GAZ COMPRIMÉ TOXIQUE, N.S.A.","COMPRESSED GAS, TOXIC, N.O.S.","GAZ COMPRIMÉ TOXIQUE, N.S.A.",2.3,,,16; 23; 38,0,E0,50,Forbidden,Forbidden
UN1956,"COMPRESSED GAS, N.O.S.::GAZ COMPRIMÉ, N.S.A.","COMPRESSED GAS, N.O.S.","GAZ COMPRIMÉ, N.S.A.",2.2,,,16; 148,0.125 L,E0,,,75 L
UN1957,"DEUTERIUM, COMPRESSED::DEUTÉRIUM COMPRIMÉ","DEUTERIUM, COMPRESSED",DEUTÉRIUM COMPRIMÉ,2.1,,,38,0.125 L,E1,3 000,Forbidden,Forbidden
UN1958,"1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE;
or
REFRIGERANT GAS R 114::DICHLORO-1,2 TÉTRAFLUORO-1,1,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 114","1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE;
or
REFRIGERANT GAS R 114","DICHLORO-1,2 TÉTRAFLUORO-1,1,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 114",2.2,,,,0.125 L,E0,,,75 L
UN1959,"1,1-DIFLUOROETHYLENE;
or
REFRIGERANT GAS R 1132a::DIFLUORO-1,1 ÉTHYLÈNE;
ou
GAZ RÉFRIGÉRANT R 1132a","1,1-DIFLUOROETHYLENE;
or
REFRIGERANT GAS R 1132a","DIFLUORO-1,1 ÉTHYLÈNE;
ou
GAZ RÉFRIGÉRANT R 1132a",2.1,,,38,0.125 L,E0,3 000,Forbidden,Forbidden
UN1961,"ETHANE, REFRIGERATED LIQUID::ÉTHANE LIQUIDE RÉFRIGÉRÉ","ETHANE, REFRIGERATED LIQUID",ÉTHANE LIQUIDE RÉFRIGÉRÉ,2.1,,,,0.125 L,E0,3 000,Forbidden,Forbidden
UN1962,ETHYLENE::ÉTHYLÈNE,ETHYLENE,ÉTHYLÈNE,2.1,,,,0.125 L,E1,3 000,Forbidden,Forbidden
UN1963,"HELIUM, REFRIGERATED LIQUID::HÉLIUM LIQUIDE RÉFRIGÉRÉ","HELIUM, REFRIGERATED LIQUID",HÉLIUM LIQUIDE RÉFRIGÉRÉ,2.2,,,,0.125 L,E0,,Forbidden,50 L
UN1964,"HYDROCARBON GAS MIXTURE, COMPRESSED, N.O.S.::HYDROCARBURES GAZEUX EN MÉLANGE COMPRIMÉ, N.S.A.","HYDROCARBON GAS MIXTURE, COMPRESSED, N.O.S.","HYDROCARBURES GAZEUX EN MÉLANGE COMPRIMÉ, N.S.A.",2.1,,,16,0.125 L,E0,3 000,Forbidden,Forbidden
UN1965,"HYDROCARBON GAS MIXTURE, LIQUEFIED, N.O.S.::HYDROCARBURES GAZEUX EN MÉLANGE LIQUÉFIÉ, N.S.A.","HYDROCARBON GAS MIXTURE, LIQUEFIED, N.O.S.","HYDROCARBURES GAZEUX EN MÉLANGE LIQUÉFIÉ, N.S.A.",2.1,,,16,0.125 L,E0,3 000,Forbidden,Forbidden
UN1966,"HYDROGEN, REFRIGERATED LIQUID::HYDROGÈNE LIQUIDE RÉFRIGÉRÉ","HYDROGEN, REFRIGERATED LIQUID",HYDROGÈNE LIQUIDE RÉFRIGÉRÉ,2.1,,,,0,E0,3 000,Forbidden,Forbidden
UN1967,"INSECTICIDE GAS, TOXIC, N.O.S.::GAZ INSECTICIDE TOXIQUE, N.S.A.","INSECTICIDE GAS, TOXIC, N.O.S.","GAZ INSECTICIDE TOXIQUE, N.S.A.",2.3,,,16; 23; 38,0,E1,25,Forbidden,Forbidden
UN1968,"INSECTICIDE GAS, N.O.S.::GAZ INSECTICIDE, N.S.A.","INSECTICIDE GAS, N.O.S.","GAZ INSECTICIDE, N.S.A.",2.2,,,16,0.125 L,E0,,,75 L
UN1969,ISOBUTANE::ISOBUTANE,ISOBUTANE,ISOBUTANE,2.1,,,,0.125 L,E0,3 000,Forbidden,Forbidden
UN1970,"KRYPTON, REFRIGERATED LIQUID::KRYPTON LIQUIDE RÉFRIGÉRÉ","KRYPTON, REFRIGERATED LIQUID",KRYPTON LIQUIDE RÉFRIGÉRÉ,2.2,,,38,0.125 L,E1,,Forbidden,50 L
UN1971,"METHANE, COMPRESSED;
or
NATURAL GAS, COMPRESSED with high methane content::GAZ NATUREL (à haute teneur en méthane) COMPRIMÉ;
ou
MÉTHANE COMPRIMÉ","METHANE, COMPRESSED;
or
NATURAL GAS, COMPRESSED with high methane content","GAZ NATUREL (à haute teneur en méthane) COMPRIMÉ;
ou
MÉTHANE COMPRIMÉ",2.1,,,,0.125 L,E0,3 000,Forbidden,Forbidden
UN1972,"METHANE, REFRIGERATED LIQUID;
or
NATURAL GAS, REFRIGERATED LIQUID with high methane content::GAZ NATUREL (à haute teneur en méthane) LIQUIDE RÉFRIGÉRÉ;
ou
MÉTHANE LIQUIDE RÉFRIGÉRÉ","METHANE, REFRIGERATED LIQUID;
or
NATURAL GAS, REFRIGERATED LIQUID with high methane content","GAZ NATUREL (à haute teneur en méthane) LIQUIDE RÉFRIGÉRÉ;
ou
MÉTHANE LIQUIDE RÉFRIGÉRÉ",2.1,,,,0,E0,3 000,Forbidden,Forbidden
UN1973,"CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE with fixed boiling point, with approximately 49% chlorodifluoromethane;
or
REFRIGERANT GAS R 502::CHLORODIFLUOROMÉTHANE ET CHLOROPENTAFLUORÉTHANE EN MÉLANGE à point d’ébullition fixe contenant environ 49 % de chlorodifluorométhane;
ou
GAZ RÉFRIGÉRANT R 502","CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE with fixed boiling point, with approximately 49% chlorodifluoromethane;
or
REFRIGERANT GAS R 502","CHLORODIFLUOROMÉTHANE ET CHLOROPENTAFLUORÉTHANE EN MÉLANGE à point d’ébullition fixe contenant environ 49 % de chlorodifluorométhane;
ou
GAZ RÉFRIGÉRANT R 502",2.2,,,,0.125 L,E1,,,75 L
UN1974,"CHLORODIFLUOROBROMOMETHANE;
or
REFRIGERANT GAS R 12B1::BROMOCHLORODIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 12B1","CHLORODIFLUOROBROMOMETHANE;
or
REFRIGERANT GAS R 12B1","BROMOCHLORODIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 12B1",2.2,,,,0.125 L,E1,,,75 L
UN1975,"NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURE;
or
NITRIC OXIDE AND NITROGEN DIOXIDE MIXTURE::MONOXYDE D’AZOTE ET DIOXYDE D’AZOTE EN MÉLANGE;
ou
MONOXYDE D’AZOTE ET TÉTROXYDE DE DIAZOTE EN MÉLANGE","NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURE;
or
NITRIC OXIDE AND NITROGEN DIOXIDE MIXTURE","MONOXYDE D’AZOTE ET DIOXYDE D’AZOTE EN MÉLANGE;
ou
MONOXYDE D’AZOTE ET TÉTROXYDE DE DIAZOTE EN MÉLANGE",2.3,5.1;8,,23; 38,0,E0,25,Forbidden,Forbidden
UN1976,"OCTAFLUOROCYCLOBUTANE;
or
REFRIGERANT GAS RC 318::GAZ RÉFRIGÉRANT RC 318;
ou
OCTAFLUOROCYCLOBUTANE","OCTAFLUOROCYCLOBUTANE;
or
REFRIGERANT GAS RC 318","GAZ RÉFRIGÉRANT RC 318;
ou
OCTAFLUOROCYCLOBUTANE",2.2,,,,0.125 L,E1,,,75 L
UN1977,"NITROGEN, REFRIGERATED LIQUID::AZOTE LIQUIDE RÉFRIGÉRÉ","NITROGEN, REFRIGERATED LIQUID",AZOTE LIQUIDE RÉFRIGÉRÉ,2.2,,,,0.125 L,E1,,450,50 L
UN1978,PROPANE::PROPANE,PROPANE,PROPANE,2.1,,,88,0.125 L,E0,3 000,110,Forbidden
UN1982,"REFRIGERANT GAS R 14;
or
TETRAFLUOROMETHANE::GAZ RÉFRIGÉRANT R 14;
ou
TÉTRAFLUOROMÉTHANE","REFRIGERANT GAS R 14;
or
TETRAFLUOROMETHANE","GAZ RÉFRIGÉRANT R 14;
ou
TÉTRAFLUOROMÉTHANE",2.2,,,38,0.125 L,E1,,,75 L
UN1983,"1-CHLORO-2,2,2-TRIFLUOROETHANE;
or
REFRIGERANT GAS R 133a::CHLORO-1 TRIFLUORO-2,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 133a","1-CHLORO-2,2,2-TRIFLUOROETHANE;
or
REFRIGERANT GAS R 133a","CHLORO-1 TRIFLUORO-2,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 133a",2.2,,,,0.125 L,E1,,,75 L
UN1984,"REFRIGERANT GAS R 23;
or
TRIFLUOROMETHANE::GAZ RÉFRIGÉRANT R 23;
ou
TRIFLUOROMÉTHANE","REFRIGERANT GAS R 23;
or
TRIFLUOROMETHANE","GAZ RÉFRIGÉRANT R 23;
ou
TRIFLUOROMÉTHANE",2.2,,,,0.125 L,E1,,,75 L
UN1986,"ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.::ALCOOLS INFLAMMABLES, TOXIQUES, N.S.A.","ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.","ALCOOLS INFLAMMABLES, TOXIQUES, N.S.A.",3,6.1,I,16,0,E0,1 000,Forbidden,Forbidden
UN1987,"ALCOHOLS, N.O.S.::ALCOOLS, N.S.A.","ALCOHOLS, N.O.S.","ALCOOLS, N.S.A.",3,,II,16; 150,1 L,E2,,,5 L
UN1988,"ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.::ALDÉHYDES INFLAMMABLES, TOXIQUES, N.S.A.","ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.","ALDÉHYDES INFLAMMABLES, TOXIQUES, N.S.A.",3,6.1,I,16,0,E0,1 000,Forbidden,Forbidden
UN1989,"ALDEHYDES, N.O.S.::ALDÉHYDES, N.S.A.","ALDEHYDES, N.O.S.","ALDÉHYDES, N.S.A.",3,,I,16,0,E3,,Forbidden,1 L
UN1990,BENZALDEHYDE::BENZALDÉHYDE,BENZALDEHYDE,BENZALDÉHYDE,9,,III,,5 L,E1,,,100 L
UN1991,"CHLOROPRENE, STABILIZED::CHLOROPRÈNE STABILISÉ","CHLOROPRENE, STABILIZED",CHLOROPRÈNE STABILISÉ,3,6.1,I,155,0,E0,1 000,Forbidden,Forbidden
UN1992,"FLAMMABLE LIQUID, TOXIC, N.O.S.::LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.","FLAMMABLE LIQUID, TOXIC, N.O.S.","LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.",3,6.1,I,16,0,E0,1 000,Forbidden,Forbidden
UN1993,"FLAMMABLE LIQUID, N.O.S.::LIQUIDE INFLAMMABLE, N.S.A.","FLAMMABLE LIQUID, N.O.S.","LIQUIDE INFLAMMABLE, N.S.A.",3,,I,16; 150,0,E3,,Forbidden,1 L
